ID,Name,Category,Subcategory,Address,Phone,Website,Zip Codes Served,Languages,Hours (Mon),Hours (Tue),Hours (Wed),Hours (Thu),Hours (Fri),Hours (Sat),Hours (Sun),Service Delivery,Cost,Accepted Insurance,Copay,ADA Accessible,Transportation Assistance,Child Friendly,API Endpoint,Income Limit (% FPL),Household Size Min,Age Min,Age Max,Residency Required,Insurance Required,Documentation Required,Max Per Week,Base Utilization (%),Seasonal Notes,Availability Status,Available Slots,Wait Time (Days),Next Available,Simulated Utilization (%)
P114,Holiday Meal Delivery Program – Anaheim,food,home_delivered_meals,"1329 Main St, Anaheim, CA 92806",714-917-7527,https://holiday-meal-delivery-program.org,92868; 92801; 92802; 92870,en; es; vi; fa; km; ko; hy; ar,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,in-person,0,Medi-Cal; Medicare,5,true,false,true,/api/programs/P114/availability,,1,,17,California,false,photo_id,174,36,,open,104,0,immediate,40
P115,Weekend Backpack Food Program – Garden Grove,food,school_meals,"8546 Main St, Garden Grove, CA 92841",714-252-8402,https://weekend-backpack-food-program.org,92803; 92660; 92612; 92661; 92831; 92672,en; km; ar; fa,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,in-person,0,CHIP,0,true,false,true,/api/programs/P115/availability,130,1,,21,California,true,photo_id; proof_of_income; proof_of_address,196,41,Higher demand Nov-Jan,open,121,0,immediate,38
P116,NICU Family Meal Vouchers – Lake Forest,food,nutrition_support,"4921 Chapman Ave, Lake Forest, CA 92630",714-509-1047,https://nicu-family-meal-vouchers.org,92886; 92869; 92672; 92614; 92677; 92840,en; zh; vi,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,telehealth,10,,5,true,true,true,/api/programs/P116/availability,185,1,,17,California,true,photo_id; proof_of_address,113,56,Increased availability summer,open,54,0,immediate,52
P117,Pediatric Renal Diet Support – Garden Grove,food,nutrition_support,"5560 Chapman Ave, Garden Grove, CA 92840",714-947-9714,https://pediatric-renal-diet-support.org,all_orange_county,en; ar; fa; tl,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,in-person; home-delivered,0,Medi-Cal; Medicare; Private,10,true,true,true,/api/programs/P117/availability,130,1,,21,California,false,photo_id; proof_of_income; proof_of_address; ssn,92,64,Higher demand Nov-Jan,open,37,0,immediate,60
P118,Allergy-Safe Food Pantry – Irvine,food,food_pantry,"5454 Main St, Irvine, CA 92612",714-261-2655,https://allergy-safe-food-pantry.org,all_orange_county,en; zh; hy,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,home-delivered,0,Medi-Cal,0,true,false,true,/api/programs/P118/availability,130,1,,17,Orange County,false,photo_id; proof_of_income; proof_of_address; ssn,171,69,Limited summer capacity,open,47,3,2026-04-23,72
P119,Community Supported Agriculture Share – Anaheim,food,community_garden,"9053 Harbor Blvd, Anaheim, CA 92801",714-362-7828,https://community-supported-agriculture-share.org,all_orange_county,ar; en; ko,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,hybrid,0,Medi-Cal,10,true,false,true,/api/programs/P119/availability,130,1,,21,Orange County,true,photo_id; proof_of_income; proof_of_address; ssn,112,86,Limited summer capacity,limited,17,11,2026-05-01,84
P120,Mobile Food Pantry – OC Routes – Anaheim,food,food_bank,"5892 Main St, Anaheim, CA 92803",714-135-7936,https://mobile-food-pantry-oc-routes.org,all_orange_county,vi; fa; km; en; hy; tl,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,home-delivered,0,Medi-Cal; Medicare,5,false,false,true,/api/programs/P120/availability,,1,,,Orange County,true,proof_of_income; proof_of_address,41,76,Higher demand Nov-Jan,open,11,0,immediate,73
P121,Produce Box Home Delivery – Huntington Beach,food,home_delivered_meals,"9693 Oak Ave, Huntington Beach, CA 92648",714-582-2386,https://produce-box-home-delivery.org,92675; 92677; 92843,en; ko; ar; km,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,telehealth,10,Medi-Cal,0,true,true,true,/api/programs/P121/availability,130,1,,17,Orange County,true,photo_id; proof_of_income; proof_of_address; ssn,85,41,Waitlist common Aug-Sep,open,50,0,immediate,41
P122,Pediatric Tube Feeding Supply Program – Orange,food,nutrition_support,"3538 Main St, Orange, CA 92867",714-157-9552,https://pediatric-tube-feeding-supply-program.org,all_orange_county,hy; vi; ar; tl; en,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,telehealth,20,CHIP,10,true,false,true,/api/programs/P122/availability,250,1,,21,California,false,proof_of_address,98,91,Waitlist common Aug-Sep,limited,8,13,2026-05-03,91
P123,Foster Family Food Assistance – Huntington Beach,food,food_pantry,"3774 Bristol St, Huntington Beach, CA 92647",714-143-1970,https://foster-family-food-assistance.org,92835; 92869; 92612; 92843,km; en; tl,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person,10,,5,false,false,true,/api/programs/P123/availability,130,1,,,Orange County,false,referral_from_hospital_or_doctor,45,76,,open,9,5,2026-04-25,79
P124,Teen Parent Nutrition Program – Mission Viejo,food,nutrition_support,"7008 Harbor Blvd, Mission Viejo, CA 92692",714-332-1707,https://teen-parent-nutrition-program.org,all_orange_county,es; en; zh; hy; ko,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person; telehealth,0,Medi-Cal,10,true,false,true,/api/programs/P124/availability,,1,,17,Orange County,false,referral_from_hospital_or_doctor,189,77,Waitlist common Aug-Sep,limited,35,8,2026-04-28,81
P125,Postpartum Meal Delivery Service – Anaheim,food,home_delivered_meals,"7645 Bristol St, Anaheim, CA 92801",714-603-9686,https://postpartum-meal-delivery-service.org,all_orange_county,hy; vi; fa; km; en; tl; ar,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,in-person,0,CHIP,0,true,false,true,/api/programs/P125/availability,130,1,,17,Orange County,false,photo_id; proof_of_income; proof_of_address,99,46,,open,53,0,immediate,46
P126,Rapid Rehousing – Pediatric Discharge – Anaheim,housing,rapid_rehousing,"5245 Chapman Ave, Anaheim, CA 92805",714-166-9676,https://rapid-rehousing-pediatric-discharge.org,all_orange_county,tl; es; km; en; vi,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,telehealth,0,Private,0,true,false,true,/api/programs/P126/availability,250,1,,21,Orange County,true,proof_of_income; proof_of_address,154,63,Waitlist common Aug-Sep,open,64,0,immediate,58
P127,Medical Respite Housing Program – Santa Ana,housing,medical_housing,"7109 Oak Ave, Santa Ana, CA 92704",714-589-9458,https://medical-respite-housing-program.org,92706; 92672; 92620,ar; zh; en; es; fa; ko; tl,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,in-person,0,,10,false,true,true,/api/programs/P127/availability,,1,,17,California,true,photo_id,183,73,Higher demand Nov-Jan,open,44,0,immediate,76
P128,Transitional Housing – Teen Mothers – Garden Grove,housing,teen_parent_housing,"2157 Main St, Garden Grove, CA 92845",714-141-3687,https://transitional-housing-teen-mothers.org,92844; 92630; 92887; 92676; 92870; 92833,en; hy; fa,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,in-person,0,Medi-Cal,5,true,false,true,/api/programs/P128/availability,130,1,,,California,false,proof_of_address,122,88,,limited,16,4,2026-04-24,87
P129,Affordable Rental Navigation OC – Garden Grove,housing,housing_navigation,"4253 Oak Ave, Garden Grove, CA 92844",714-592-1564,https://affordable-rental-navigation-oc.org,92841; 92803; 92835; 92887,ar; ko; vi; es; fa; en; tl; km,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,telehealth,10,,5,true,false,true,/api/programs/P129/availability,200,1,,17,California,false,referral_from_hospital_or_doctor,142,84,Waitlist common Aug-Sep,limited,20,3,2026-04-23,85
P130,Emergency Utility Shutoff Prevention – Santa Ana,housing,utility_assistance,"6100 Chapman Ave, Santa Ana, CA 92701",714-790-8158,https://emergency-utility-shutoff-prevention.org,92831; 92651; 92704; 92612; 92701,ar; en; es; vi; zh; fa; ko; hy,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person,0,,0,true,false,true,/api/programs/P130/availability,185,1,,21,Orange County,true,photo_id; proof_of_address,56,48,Holiday surge Dec,open,31,0,immediate,45
P131,Pediatric Discharge Housing Fund – Garden Grove,housing,hospital_housing_fund,"4886 Oak Ave, Garden Grove, CA 92843",714-965-1340,https://pediatric-discharge-housing-fund.org,all_orange_county,en; hy; fa; es; vi; zh; km,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,in-person; telehealth,0,Medi-Cal; Medicare,5,true,false,true,/api/programs/P131/availability,185,1,,,Orange County,true,photo_id; proof_of_income; proof_of_address,141,86,Waitlist common Aug-Sep,limited,24,15,2026-05-05,83
P132,Motel Voucher – Medical Emergency – Westminster,housing,motel_voucher,"928 Oak Ave, Westminster, CA 92683",714-627-6592,https://motel-voucher-medical-emergency.org,all_orange_county,en; km; es; vi; ar,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,telehealth,0,Medi-Cal; Medicare; Private,10,false,false,true,/api/programs/P132/availability,185,1,,21,California,false,proof_of_income; proof_of_address,83,49,Waitlist common Aug-Sep,open,42,0,immediate,49
P133,Rental Arrears Assistance Program – Santa Ana,housing,rental_assistance,"3279 Oak Ave, Santa Ana, CA 92705",714-819-3130,https://rental-arrears-assistance-program.org,92807; 92802; 92868,en; hy; vi; tl,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,home-delivered,0,CHIP,0,true,false,true,/api/programs/P133/availability,200,1,,17,California,false,proof_of_address,158,32,Waitlist common Aug-Sep,open,100,0,immediate,37
P134,Homeless Youth & Family Shelter – Anaheim,housing,emergency_shelter,"4240 Main St, Anaheim, CA 92806",714-808-9820,https://homeless-youth-family-shelter.org,92865; 92701; 92656; 92647,en; vi; km; es; tl; ko; fa,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,in-person; home-delivered,10,Medi-Cal; CHIP,5,false,false,true,/api/programs/P134/availability,250,1,,17,California,true,photo_id,108,37,Holiday surge Dec,open,67,0,immediate,37
P135,Permanent Housing Placement Services – Santa Ana,housing,permanent_supportive,"698 Chapman Ave, Santa Ana, CA 92704",714-241-9177,https://permanent-housing-placement-services.org,all_orange_county,ar; ko; en,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,in-person,10,Medi-Cal; Medicare,0,true,true,true,/api/programs/P135/availability,200,1,,,Orange County,false,proof_of_address,32,45,Holiday surge Dec,open,16,0,immediate,50
P136,Housing First – Families with Children – Santa Ana,housing,permanent_supportive,"8050 Chapman Ave, Santa Ana, CA 92706",714-423-2561,https://housing-first-families-with-children.org,all_orange_county,zh; es; tl; fa; en; ko,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,telehealth,10,CHIP,10,true,false,true,/api/programs/P136/availability,185,1,,21,Orange County,false,photo_id,198,88,Increased availability summer,limited,16,13,2026-05-03,91
P137,Eviction Prevention Legal Aid – Orange,housing,housing_navigation,"4006 Main St, Orange, CA 92867",714-549-8051,https://eviction-prevention-legal-aid.org,all_orange_county,en; es; ar; ko; km; zh; tl,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,in-person,0,Medi-Cal; CHIP,0,false,false,true,/api/programs/P137/availability,185,1,,,California,true,photo_id; proof_of_address,156,77,Holiday surge Dec,open,42,6,2026-04-26,73
P138,Section 8 Waitlist Navigation – Santa Ana,housing,section_8,"3511 Harbor Blvd, Santa Ana, CA 92703",714-393-9486,https://section-8-waitlist-navigation.org,92861; 92620; 92867; 92802; 92677; 92801,en; ar; km; es,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,home-delivered,0,Medi-Cal; Medicare; Private,0,true,false,true,/api/programs/P138/availability,250,1,,21,California,false,photo_id,177,41,Increased availability summer,open,99,0,immediate,44
P139,Accessible Home Modification Program – Fullerton,housing,accessible_housing,"4374 Main St, Fullerton, CA 92833",714-180-7357,https://accessible-home-modification-program.org,92782; 92704; 92705; 92614; 92801,en; km; zh; hy,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,in-person,0,Medi-Cal; Medicare; Private,0,true,false,true,/api/programs/P139/availability,,1,,17,California,false,photo_id; proof_of_address,139,54,,open,59,0,immediate,57
P140,Domestic Violence Emergency Housing – Irvine,housing,dv_shelter,"4384 Main St, Irvine, CA 92630",714-669-3514,https://domestic-violence-emergency-housing.org,all_orange_county,km; en; zh; es,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person; home-delivered,20,,0,true,false,true,/api/programs/P140/availability,185,1,,17,California,false,proof_of_address,49,34,Higher demand Nov-Jan,open,33,0,immediate,31
P141,Immigrant Family Emergency Shelter – Garden Grove,housing,emergency_shelter,"6800 Oak Ave, Garden Grove, CA 92844",714-277-4669,https://immigrant-family-emergency-shelter.org,all_orange_county,zh; en; hy,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,in-person,0,Medi-Cal; CHIP,5,true,false,true,/api/programs/P141/availability,,1,,21,Orange County,true,photo_id; proof_of_income; proof_of_address,42,40,Waitlist common Aug-Sep,open,26,0,immediate,36
P142,Foster Care Aging Out Housing – Orange,housing,foster_housing,"3608 Oak Ave, Orange, CA 92867",714-941-3189,https://foster-care-aging-out-housing.org,all_orange_county,hy; es; km; zh; fa; ar; ko; en,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,telehealth,0,Private,10,true,false,true,/api/programs/P142/availability,185,1,,17,Orange County,true,photo_id; proof_of_address,170,85,Holiday surge Dec,limited,33,7,2026-04-27,80
P143,Veteran Family Emergency Housing – Irvine,housing,veteran_housing,"1105 Chapman Ave, Irvine, CA 92630",714-909-7788,https://veteran-family-emergency-housing.org,all_orange_county,en; km; ko,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,hybrid,10,Medi-Cal; CHIP,0,true,false,true,/api/programs/P143/availability,130,1,,17,California,false,proof_of_address,32,47,,open,17,0,immediate,47
P144,LIHEAP Energy Assistance Program – Santa Ana,housing,utility_assistance,"7583 Chapman Ave, Santa Ana, CA 92707",714-188-5216,https://liheap-energy-assistance-program.org,all_orange_county,en; ko; zh; vi; km; fa; hy; es; ar,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,hybrid,0,Medi-Cal; Medicare,0,true,false,true,/api/programs/P144/availability,200,1,,21,Orange County,false,referral_from_hospital_or_doctor,97,44,,open,54,0,immediate,43
P145,Pediatric Hospice Family Housing – Huntington Beach,housing,medical_housing,"7806 Chapman Ave, Huntington Beach, CA 92648",714-413-5857,https://pediatric-hospice-family-housing.org,92651; 92808; 92866; 92647; 92804,vi; ar; ko; zh; km; tl; en; hy,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,home-delivered,0,Medi-Cal; CHIP,0,false,false,true,/api/programs/P145/availability,185,1,,17,California,false,referral_from_hospital_or_doctor,179,47,Higher demand Nov-Jan,open,90,0,immediate,50
P146,Transitional Housing – Substance Recovery – Garden Grove,housing,sober_living,"1110 Bristol St, Garden Grove, CA 92843",714-293-2804,https://transitional-housing-substance-recovery.org,all_orange_county,en; tl; zh; vi; hy; km; es,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,in-person,0,Medi-Cal; CHIP,0,false,false,true,/api/programs/P146/availability,200,1,,17,California,false,photo_id; proof_of_income; proof_of_address; ssn,72,30,Higher demand Nov-Jan,open,52,0,immediate,26
P147,Farmworker Emergency Housing Fund – Huntington Beach,housing,farmworker_housing,"694 Main St, Huntington Beach, CA 92646",714-229-2185,https://farmworker-emergency-housing-fund.org,92861; 92683; 92869; 92701,en; fa; tl; km; es; vi; ko; hy,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,in-person; home-delivered,0,Medi-Cal; CHIP,10,true,false,true,/api/programs/P147/availability,185,1,,,California,false,photo_id; proof_of_address,103,76,,open,24,2,2026-04-22,76
P148,Refugee Family Resettlement Housing – Mission Viejo,housing,refugee_housing,"9383 Oak Ave, Mission Viejo, CA 92694",714-607-5008,https://refugee-family-resettlement-housing.org,92656; 92865; 92801; 92844; 92672,en; vi; es; hy; fa,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person; home-delivered,10,Medi-Cal; Medicare; Private,5,true,false,true,/api/programs/P148/availability,130,1,,17,California,false,proof_of_address,95,56,Higher demand Nov-Jan,open,43,0,immediate,55
P149,Back-to-School Housing Stability Grant – Irvine,housing,rental_assistance,"2145 Chapman Ave, Irvine, CA 92614",714-750-9489,https://back-to-school-housing-stability-grant.org,92870; 92845; 92675; 92648; 92808,vi; en; fa; km; tl; ko; zh; es,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,in-person,0,Private,0,true,false,true,/api/programs/P149/availability,250,1,,17,Orange County,true,proof_of_address,142,53,,open,69,0,immediate,51
P150,Medi-Cal Housing Navigation Services – Huntington Beach,housing,medical_housing,"1453 Harbor Blvd, Huntington Beach, CA 92646",714-821-1501,https://medi-cal-housing-navigation-services.org,all_orange_county,fa; en; es,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,telehealth,0,Medi-Cal; Medicare,5,false,false,true,/api/programs/P150/availability,200,1,,17,Orange County,false,photo_id; proof_of_income; proof_of_address; ssn,104,62,Higher demand Nov-Jan,open,44,0,immediate,57
P151,Pediatric Specialty Care Ride Fund – Garden Grove,transportation,rideshare_voucher,"5245 Chapman Ave, Garden Grove, CA 92841",714-546-3228,https://pediatric-specialty-care-ride-fund.org,92647; 92676; 92612; 92683,ko; vi; es; zh; tl; hy; en,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,home-delivered,10,Medi-Cal,10,true,true,true,/api/programs/P151/availability,200,1,,21,California,true,proof_of_address,70,71,,open,20,5,2026-04-25,71
P152,NICU Family Daily Transport Pass – Anaheim,transportation,transit_subsidy,"6408 Chapman Ave, Anaheim, CA 92806",714-510-4405,https://nicu-family-daily-transport-pass.org,92707; 92683; 92865; 92841,en; vi; ar; fa; ko; zh,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,in-person; home-delivered,0,CHIP,0,true,false,true,/api/programs/P152/availability,,1,,21,Orange County,true,photo_id,53,32,,open,37,0,immediate,29
P153,Wheelchair-Accessible Van Service – Orange,transportation,paratransit,"1975 Oak Ave, Orange, CA 92861",714-814-5767,https://wheelchair-accessible-van-service.org,92706; 92835; 92806; 92701; 92832; 92886,ko; tl; fa; km; en; zh,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,hybrid,0,,10,true,false,true,/api/programs/P153/availability,200,1,,,California,false,photo_id; proof_of_address,195,47,Increased availability summer,open,103,0,immediate,47
P154,Immigrant Family Medical Transport – Anaheim,transportation,nemt,"8648 Harbor Blvd, Anaheim, CA 92806",714-197-2623,https://immigrant-family-medical-transport.org,all_orange_county,en; fa; vi; ar,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,telehealth,0,Medi-Cal; Medicare,0,true,true,true,/api/programs/P154/availability,130,1,,21,California,false,photo_id; proof_of_address,170,70,Increased availability summer,open,44,4,2026-04-24,74
P155,After-Hours Emergency Medical Transport – Santa Ana,transportation,nemt,"7368 Oak Ave, Santa Ana, CA 92707",714-959-5966,https://after-hours-emergency-medical-transport.org,92868; 92805; 92672; 92808; 92677; 92845,en; fa; zh; ar,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,home-delivered,0,Medi-Cal; Medicare; Private,10,false,false,true,/api/programs/P155/availability,200,1,,21,Orange County,true,proof_of_income; proof_of_address,74,45,Holiday surge Dec,open,43,0,immediate,42
P156,Pediatric Oncology Ride Program – Garden Grove,transportation,rideshare_voucher,"2821 Oak Ave, Garden Grove, CA 92841",714-284-5243,https://pediatric-oncology-ride-program.org,all_orange_county,en; es; hy,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person; home-delivered,20,Medi-Cal; CHIP,0,false,false,true,/api/programs/P156/availability,250,1,,17,Orange County,true,referral_from_hospital_or_doctor,109,88,Higher demand Nov-Jan,limited,15,12,2026-05-02,86
P157,Dialysis Transport Coordination – Huntington Beach,transportation,nemt,"9896 Bristol St, Huntington Beach, CA 92646",714-676-9144,https://dialysis-transport-coordination.org,all_orange_county,en; vi; es,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,in-person; telehealth,0,Medi-Cal; Medicare,0,true,false,true,/api/programs/P157/availability,,1,,21,Orange County,false,referral_from_hospital_or_doctor,188,66,,open,63,3,2026-04-23,66
P158,School-Based Transport Vouchers – Santa Ana,transportation,transit_subsidy,"7841 Main St, Santa Ana, CA 92701",714-259-7006,https://school-based-transport-vouchers.org,all_orange_county,en; fa; ko; km; es; vi,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,in-person; telehealth,0,Medi-Cal; CHIP,0,true,false,true,/api/programs/P158/availability,,1,,,Orange County,true,photo_id; proof_of_address,112,31,Increased availability summer,open,82,0,immediate,26
P159,Refugee Family Bus Pass Program – Garden Grove,transportation,transit_subsidy,"4097 Oak Ave, Garden Grove, CA 92845",714-606-3750,https://refugee-family-bus-pass-program.org,92844; 92803; 92648; 92780,tl; en,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,in-person; telehealth,0,Medi-Cal; CHIP,10,true,false,true,/api/programs/P159/availability,,1,,21,California,true,photo_id,112,61,Increased availability summer,open,48,0,immediate,57
P160,Prenatal Appointment Ride Service – Mission Viejo,transportation,rideshare_voucher,"3987 Oak Ave, Mission Viejo, CA 92694",714-831-5383,https://prenatal-appointment-ride-service.org,92694; 92808; 92676,en; hy; es; ar; tl; km,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,in-person; telehealth,0,Private,0,false,true,true,/api/programs/P160/availability,130,1,,,Orange County,true,proof_of_income; proof_of_address,49,52,Limited summer capacity,open,24,0,immediate,50
P161,Disability Transport Coordination OC – Lake Forest,transportation,paratransit,"2356 Main St, Lake Forest, CA 92688",714-216-1269,https://disability-transport-coordination-oc.org,92683; 92870; 92688; 92807,en; ar; vi; tl; zh; es,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-1pm,closed,in-person; telehealth,20,,0,false,false,true,/api/programs/P161/availability,200,1,,21,Orange County,false,photo_id,99,75,Limited summer capacity,open,28,4,2026-04-24,71
P162,Mental Health Appointment Rides – Anaheim,transportation,nemt,"6387 Oak Ave, Anaheim, CA 92806",714-146-5036,https://mental-health-appointment-rides.org,92887; 92648; 92703; 92706,en; ko; tl; km; zh; hy,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,in-person; telehealth,0,Medi-Cal,10,true,true,true,/api/programs/P162/availability,250,1,,17,Orange County,true,referral_from_hospital_or_doctor,99,69,Higher demand Nov-Jan,open,32,4,2026-04-24,67
P163,Foster Care Transport Coordination – Huntington Beach,transportation,case_managed_transport,"5171 Oak Ave, Huntington Beach, CA 92647",714-854-1537,https://foster-care-transport-coordination.org,92866; 92802; 92646,en; fa; ko; ar,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,telehealth,0,Medi-Cal; CHIP,0,true,false,true,/api/programs/P163/availability,185,1,,17,Orange County,true,photo_id,49,37,Increased availability summer,open,32,0,immediate,34
P164,Telehealth Device & Data Assistance – Santa Ana,transportation,telehealth_support,"2538 Harbor Blvd, Santa Ana, CA 92704",714-254-6591,https://telehealth-device-data-assistance.org,all_orange_county,fa; ar; zh; en; km,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person; telehealth,0,Medi-Cal; Medicare,0,false,false,true,/api/programs/P164/availability,,1,,,Orange County,true,proof_of_address,117,30,Limited summer capacity,open,76,0,immediate,35
P165,Hospital Discharge Ride Home Fund – Huntington Beach,transportation,hospital_transport,"232 Oak Ave, Huntington Beach, CA 92648",714-577-4066,https://hospital-discharge-ride-home-fund.org,92803; 92647; 92692; 92708,en; es; ar; tl; hy; ko; vi,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,closed,closed,in-person; telehealth,0,CHIP,0,true,true,true,/api/programs/P165/availability,130,1,,17,Orange County,false,photo_id; proof_of_address,184,31,Limited summer capacity,open,117,0,immediate,36
P166,Farmworker Family Transport Vouchers – Anaheim,transportation,transit_subsidy,"5806 Main St, Anaheim, CA 92801",714-122-4260,https://farmworker-family-transport-vouchers.org,92844; 92780; 92802,en; ko; zh,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-7pm,10am-3pm,closed,telehealth,0,Private,0,true,false,true,/api/programs/P166/availability,200,1,,17,Orange County,false,photo_id; proof_of_address,91,48,,open,45,0,immediate,50
P167,Pediatric Therapy Appointment Rides – Lake Forest,transportation,rideshare_voucher,"7849 Main St, Lake Forest, CA 92688",714-438-8449,https://pediatric-therapy-appointment-rides.org,92648; 92866; 92657; 92804; 92887,en; ar; hy; tl; vi; fa,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,telehealth,20,Medi-Cal,0,true,false,true,/api/programs/P167/availability,,1,,17,Orange County,false,referral_from_hospital_or_doctor,157,37,,open,97,0,immediate,38
P168,OC Monthly Bus Pass Assistance – Anaheim,transportation,transit_subsidy,"7746 Harbor Blvd, Anaheim, CA 92802",714-674-9940,https://oc-monthly-bus-pass-assistance.org,92831; 92614; 92677; 92865; 92866; 92801,en; tl; hy; fa; km; ko; zh; vi; es,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person; home-delivered,0,CHIP,10,false,false,true,/api/programs/P168/availability,130,1,,17,California,false,photo_id; proof_of_address,60,56,Holiday surge Dec,open,25,0,immediate,58
P169,Volunteer Medical Driver Network – Irvine,transportation,volunteer_driver,"8347 Bristol St, Irvine, CA 92614",714-273-3766,https://volunteer-medical-driver-network.org,92653; 92648; 92831,zh; km; vi; en; ko; hy; es,closed,9am-12pm,closed,9am-12pm,closed,9am-12pm,closed,telehealth,0,Medi-Cal; Medicare; Private,10,true,true,true,/api/programs/P169/availability,200,1,,,California,false,referral_from_hospital_or_doctor,141,72,,open,33,6,2026-04-26,76
P170,Homeless Family Transport Program – Lake Forest,transportation,transit_subsidy,"5987 Harbor Blvd, Lake Forest, CA 92688",714-843-4386,https://homeless-family-transport-program.org,all_orange_county,en; ar; es; ko,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,closed,closed,in-person,0,Medi-Cal; Medicare; Private,0,true,false,true,/api/programs/P170/availability,185,1,,17,Orange County,true,photo_id; proof_of_address,195,91,,limited,17,3,2026-04-23,91
